Make,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
BMW, X3,2016,Semi-Auto,35621,Diesel,145,54.3,2,21948
BMW, 1 Series,2019,Manual,1000,Petrol,145,44.1,1.5,22995
BMW, 3 Series,2017,Manual,24669,Petrol,145,48.7,2,15916
BMW, X3,2016,Semi-Auto,15497,Diesel,145,54.3,2,24284
BMW, 5 Series,2017,Semi-Auto,8605,Diesel,145,65.7,2,24908
BMW, X3,2017,Semi-Auto,33158,Diesel,200,47.1,3,27947
BMW, 2 Series,2016,Semi-Auto,28966,Petrol,125,52.3,1.5,15814
BMW, 3 Series,2020,Semi-Auto,1881,Petrol,150,34.9,3,41755
BMW, 3 Series,2020,Semi-Auto,1370,Diesel,150,52.3,2,32837
BMW, M5,2018,Semi-Auto,10455,Petrol,150,26.9,4.4,59973
BMW, 8 Series,2019,Semi-Auto,2881,Petrol,150,31.7,3,59694
BMW, 2 Series,2019,Semi-Auto,1089,Petrol,150,38.2,3,29995
BMW, M3,2015,Semi-Auto,37249,Petrol,300,34,3,34269
BMW, 3 Series,2018,Semi-Auto,8702,Petrol,145,46.3,2,22978
BMW, 1 Series,2017,Semi-Auto,23114,Petrol,200,39.8,3,21832
BMW, 2 Series,2019,Semi-Auto,460,Petrol,150,38.2,3,29995
BMW, 4 Series,2019,Semi-Auto,1297,Diesel,145,58.9,2,31995
BMW, 4 Series,2019,Semi-Auto,1133,Diesel,145,65.7,2,31495
BMW, X1,2018,Semi-Auto,9421,Diesel,145,60.1,2,25457
BMW, X3,2019,Semi-Auto,3708,Diesel,145,54.3,2,35995
BMW, 5 Series,2017,Semi-Auto,23310,Diesel,160,51.4,2,22993
BMW, X5,2016,Automatic,25701,Diesel,200,47.1,3,31929
BMW, X5,2015,Automatic,44087,Diesel,200,47.1,3,27844
BMW, 3 Series,2017,Semi-Auto,29190,Diesel,145,62.8,2,18858
BMW, 3 Series,2017,Semi-Auto,43703,Diesel,160,51.4,3,21472
BMW, 2 Series,2017,Semi-Auto,16266,Petrol,145,43.5,2,19995
BMW, 3 Series,2019,Semi-Auto,8200,Diesel,145,48.7,2,34836
BMW, X6,2019,Semi-Auto,1500,Diesel,145,34.9,3,55995
BMW, 1 Series,2019,Semi-Auto,1060,Diesel,145,70.6,2,18395
BMW, 5 Series,2017,Semi-Auto,31585,Diesel,30,62.8,2,17659
BMW, M4,2017,Semi-Auto,27806,Petrol,145,34,3,36820
BMW, 2 Series,2016,Semi-Auto,39955,Petrol,205,43.5,2,17869
BMW, i3,2017,Automatic,21025,Hybrid,0,470.8,0,22495
BMW, 3 Series,2020,Semi-Auto,150,Diesel,150,47.1,3,71990
BMW, 1 Series,2015,Manual,35869,Petrol,125,53.3,1.5,10250
BMW, 3 Series,2017,Semi-Auto,19888,Diesel,145,51.4,3,23843
BMW, 1 Series,2016,Semi-Auto,21685,Diesel,125,60.1,2,18854
BMW, X1,2019,Semi-Auto,4153,Diesel,145,65.7,2,26468
BMW, 5 Series,2019,Semi-Auto,6111,Diesel,145,60.1,2,31995
BMW, 1 Series,2014,Automatic,37390,Diesel,30,64.2,2,12995
BMW, 3 Series,2017,Semi-Auto,47518,Diesel,160,51.4,3,21495
BMW, 3 Series,2018,Semi-Auto,11350,Diesel,145,56.5,3,24995
BMW, X6,2020,Semi-Auto,5000,Diesel,145,34.9,3,55995
BMW, 2 Series,2020,Semi-Auto,1000,Diesel,145,62.8,2,31995
BMW, 2 Series,2020,Semi-Auto,1000,Petrol,145,47.9,2,29995
BMW, Z4,2020,Semi-Auto,1000,Petrol,145,38.7,2,34995
BMW, Z4,2020,Semi-Auto,2200,Petrol,145,38.7,2,32495
BMW, 2 Series,2017,Manual,13566,Diesel,30,64.2,2,16990
BMW, 3 Series,2018,Automatic,13700,Diesel,145,62.8,2,22495
BMW, 3 Series,2017,Semi-Auto,18309,Diesel,145,56.5,3,20990
BMW, 3 Series,2019,Automatic,3000,Diesel,145,43.5,3,41995
BMW, 1 Series,2019,Semi-Auto,5500,Petrol,145,42.8,1.5,23450
BMW, 3 Series,2020,Semi-Auto,4000,Petrol,145,41.5,2,33995
BMW, 3 Series,2016,Semi-Auto,56327,Diesel,145,53.3,3,17995
BMW, X5,2019,Semi-Auto,3677,Diesel,145,33.6,3,56995
BMW, X4,2019,Semi-Auto,10,Diesel,145,40.9,3,38997
BMW, 5 Series,2019,Semi-Auto,14585,Hybrid,135,156.9,2,31990
BMW, 4 Series,2019,Semi-Auto,1893,Diesel,145,60.1,2,24995
BMW, 2 Series,2019,Semi-Auto,1000,Petrol,145,40.9,1.5,22995
BMW, 1 Series,2019,Semi-Auto,101,Diesel,145,51.4,2,27995
BMW, X7,2020,Semi-Auto,7500,Diesel,150,31.4,3,77995
BMW, 4 Series,2016,Semi-Auto,24709,Diesel,30,65.7,2,17995
BMW, 2 Series,2020,Semi-Auto,1000,Diesel,145,48.7,2,30995
BMW, 4 Series,2014,Semi-Auto,25276,Diesel,145,56.5,2,16995
BMW, 1 Series,2013,Manual,49711,Diesel,30,65.7,2,8495
BMW, 4 Series,2018,Semi-Auto,7450,Diesel,145,55.4,3,22995
BMW, 4 Series,2015,Semi-Auto,29627,Diesel,160,49.6,3,21149
BMW, 5 Series,2018,Semi-Auto,19474,Diesel,145,62.8,2,22495
BMW, 1 Series,2019,Semi-Auto,5955,Diesel,145,70.6,2,18995
BMW, 5 Series,2019,Semi-Auto,15808,Petrol,145,48.7,2,27995
BMW, 5 Series,2014,Semi-Auto,31039,Diesel,145,55.4,2,14959
BMW, 4 Series,2019,Semi-Auto,1000,Diesel,145,60.1,2,25995
BMW, 1 Series,2019,Manual,1000,Petrol,145,41.5,1.5,24495
BMW, 5 Series,2019,Automatic,4000,Diesel,145,60.1,2,30995
BMW, 1 Series,2017,Semi-Auto,15948,Petrol,200,39.8,3,21995
BMW, 1 Series,2020,Semi-Auto,3000,Petrol,150,34.5,2,36995
BMW, X3,2019,Semi-Auto,7200,Diesel,150,54.3,2,32995
BMW, X1,2017,Semi-Auto,4645,Petrol,150,44.8,2,24995
BMW, 1 Series,2015,Manual,30241,Diesel,20,72.4,1.5,11995
BMW, 3 Series,2016,Manual,34328,Diesel,125,61.4,2,13995
BMW, 2 Series,2017,Semi-Auto,15336,Petrol,125,48.7,2,17495
BMW, 1 Series,2018,Manual,13132,Petrol,150,52.3,1.5,17995
BMW, 3 Series,2019,Semi-Auto,7130,Petrol,150,47.9,2,24995
BMW, 4 Series,2019,Semi-Auto,5630,Diesel,145,65.7,2,23895
BMW, 5 Series,2019,Semi-Auto,6142,Petrol,145,39.2,3,36995
BMW, M4,2019,Semi-Auto,5239,Petrol,145,34,3,46995
BMW, X7,2019,Semi-Auto,5071,Diesel,145,33.6,3,61875
BMW, 3 Series,2018,Semi-Auto,7509,Diesel,145,62.8,2,21875
BMW, 2 Series,2019,Semi-Auto,7296,Petrol,145,39.8,3,27995
BMW, 3 Series,2017,Semi-Auto,19493,Diesel,0,74.3,2,16875
BMW, X3,2015,Semi-Auto,23000,Diesel,150,54.3,2,21875
BMW, 2 Series,2020,Semi-Auto,8,Petrol,150,50.4,1.5,22875
BMW, 2 Series,2019,Semi-Auto,5558,Petrol,150,50.4,2,22475
BMW, X1,2017,Semi-Auto,26109,Diesel,145,55.4,2,19875
BMW, 3 Series,2018,Semi-Auto,3582,Petrol,150,48.7,2,21875
BMW, 3 Series,2017,Semi-Auto,20000,Diesel,150,64.2,2,19875
BMW, 5 Series,2019,Semi-Auto,11794,Diesel,150,62.8,2,26875
BMW, 1 Series,2019,Manual,7879,Petrol,145,44.1,1.5,20875
BMW, 1 Series,2019,Manual,5599,Petrol,145,44.1,1.5,20875
BMW, 2 Series,2019,Semi-Auto,17303,Diesel,145,51.4,2,19875
BMW, 4 Series,2018,Automatic,3500,Diesel,145,55.4,3,20995
BMW, 1 Series,2014,Manual,33580,Petrol,200,42.8,2,13990
BMW, X2,2019,Semi-Auto,2315,Diesel,145,58.9,2,29995
BMW, 4 Series,2019,Semi-Auto,1777,Diesel,145,58.9,2,24990
BMW, 2 Series,2016,Automatic,35004,Diesel,30,64.2,2,14995
BMW, X1,2016,Manual,31345,Diesel,125,60.1,2,17995
BMW, 3 Series,2018,Semi-Auto,17173,Diesel,145,56.5,3,24995
BMW, X3,2016,Automatic,41277,Diesel,145,54.3,2,21995
BMW, 4 Series,2015,Semi-Auto,41000,Diesel,150,56.5,2,16896
BMW, 3 Series,2017,Semi-Auto,27823,Petrol,150,44.1,2,17995
BMW, 2 Series,2019,Manual,4467,Petrol,150,52.3,1.5,20495
BMW, 2 Series,2015,Manual,19361,Diesel,30,64.2,2,15995
BMW, 3 Series,2020,Semi-Auto,2000,Diesel,145,50.4,2,34875
BMW, X3,2020,Semi-Auto,2000,Diesel,145,54.3,2,35875
BMW, 3 Series,2017,Semi-Auto,28740,Diesel,200,49.6,3,26475
BMW, 2 Series,2019,Semi-Auto,2144,Petrol,145,50.4,1.5,22875
BMW, 4 Series,2018,Semi-Auto,6488,Diesel,145,51.4,3,26875
BMW, 1 Series,2017,Manual,12194,Petrol,125,52.3,1.5,16475
BMW, 2 Series,2017,Semi-Auto,16261,Petrol,145,39.8,3,23875
BMW, 3 Series,2018,Semi-Auto,15769,Petrol,145,48.7,2,21875
BMW, 2 Series,2020,Semi-Auto,1000,Petrol,145,47.9,2,29995
BMW, 1 Series,2017,Semi-Auto,28921,Petrol,30,55.5,1.5,14995
BMW, 2 Series,2015,Manual,24600,Petrol,145,47.9,2,13000
BMW, X5,2014,Automatic,49450,Diesel,200,47.1,3,22150
BMW, 1 Series,2017,Semi-Auto,27866,Petrol,145,39.8,3,20495
BMW, 1 Series,2019,Manual,4658,Diesel,145,68.9,2,17995
BMW, X2,2018,Semi-Auto,13056,Diesel,145,61.4,2,21995
BMW, 3 Series,2020,Semi-Auto,2000,Diesel,145,47.9,3,37875
BMW, 2 Series,2019,Manual,5907,Petrol,145,42.2,1.5,20875
BMW, 1 Series,2019,Manual,8500,Petrol,145,44.1,1.5,20875
BMW, 1 Series,2019,Manual,2832,Petrol,145,44.1,1.5,20875
BMW, 1 Series,2019,Manual,4143,Petrol,145,44.1,1.5,20875
BMW, 1 Series,2019,Manual,8464,Petrol,145,44.1,1.5,20875
BMW, 1 Series,2019,Manual,5922,Petrol,145,44.1,1.5,20875
BMW, 1 Series,2019,Manual,10532,Petrol,145,44.1,1.5,20875
BMW, 3 Series,2017,Semi-Auto,16456,Petrol,145,46.3,2,19875
BMW, 6 Series,2017,Semi-Auto,9769,Diesel,145,51.4,3,29875
BMW, 1 Series,2016,Automatic,31800,Petrol,235,37.7,3,19875
BMW, X3,2018,Semi-Auto,20087,Diesel,145,48.7,3,29990
BMW, 1 Series,2018,Semi-Auto,7929,Petrol,150,36.7,1.5,18000
BMW, X3,2015,Semi-Auto,26000,Diesel,205,47.9,3,22000
BMW, 4 Series,2018,Automatic,18792,Petrol,145,45.6,2,22995
BMW, 2 Series,2019,Semi-Auto,2069,Petrol,145,39.8,3,29995
BMW, 3 Series,2019,Semi-Auto,5326,Diesel,145,53.3,3,29495
BMW, 1 Series,2019,Manual,9086,Petrol,145,41.5,1.5,21875
BMW, 5 Series,2019,Semi-Auto,2135,Petrol,145,48.7,2,30875
BMW, 1 Series,2020,Semi-Auto,150,Petrol,145,42.8,1.5,28875
BMW, 3 Series,2020,Semi-Auto,150,Petrol,145,42.2,2,29875
BMW, 5 Series,2016,Semi-Auto,29286,Petrol,235,37.7,3,22875
BMW, 3 Series,2020,Semi-Auto,2000,Petrol,145,40.4,2,33875
BMW, 3 Series,2020,Semi-Auto,2000,Diesel,145,52.3,2,34875
BMW, X5,2020,Semi-Auto,2000,Diesel,145,36.7,3,44875
BMW, 1 Series,2019,Manual,9261,Petrol,145,41.5,1.5,21875
BMW, 1 Series,2017,Manual,16000,Diesel,150,68.9,2,15875
BMW, 2 Series,2018,Semi-Auto,8353,Petrol,150,32.5,3,26875
BMW, 2 Series,2019,Manual,718,Petrol,150,54.3,1.5,20875
BMW, 1 Series,2019,Semi-Auto,5693,Petrol,150,40.4,1.5,23875
BMW, X3,2019,Semi-Auto,8988,Diesel,150,36.7,3,39875
BMW, X1,2019,Semi-Auto,10001,Diesel,150,50.4,2,27875
BMW, 1 Series,2017,Automatic,37834,Diesel,145,67.3,2,16185
BMW, 4 Series,2017,Semi-Auto,40542,Diesel,30,65.7,2,19485
BMW, X1,2018,Manual,7252,Petrol,145,51.4,1.5,21995
BMW, 3 Series,2018,Semi-Auto,47386,Diesel,145,64.2,2,20995
BMW, 2 Series,2019,Semi-Auto,5633,Diesel,145,49.6,2,22495
BMW, 3 Series,2015,Semi-Auto,46890,Diesel,125,58.9,2,16990
BMW, 2 Series,2016,Manual,19657,Diesel,20,68.9,1.5,15062
BMW, X5,2017,Automatic,23010,Diesel,145,47.1,3,32990
BMW, 3 Series,2019,Semi-Auto,3150,Petrol,145,42.2,2,29995
BMW, 2 Series,2020,Semi-Auto,13,Petrol,150,50.4,1.5,22875
BMW, 1 Series,2019,Manual,12845,Petrol,150,44.1,1.5,20875
BMW, 2 Series,2020,Automatic,1968,Petrol,145,50.4,2,23985
BMW, 1 Series,2020,Automatic,2047,Diesel,145,51.4,2,27445
BMW, 3 Series,2020,Semi-Auto,4323,Diesel,145,50.4,2,33285
BMW, X3,2016,Semi-Auto,31839,Diesel,145,54.3,2,23875
BMW, 2 Series,2020,Semi-Auto,150,Petrol,145,42.2,1.5,26400
BMW, 2 Series,2019,Semi-Auto,3995,Petrol,145,50.4,1.5,21875
BMW, 5 Series,2017,Automatic,16774,Diesel,125,62.8,2,21295
BMW, 3 Series,2017,Automatic,29681,Petrol,145,48.7,2,18495
BMW, 5 Series,2019,Semi-Auto,3123,Diesel,150,60.1,3,31485
BMW, 3 Series,2020,Semi-Auto,1987,Diesel,150,53.3,2,34985
BMW, 2 Series,2020,Semi-Auto,1548,Petrol,150,36.2,2,32895
BMW, 2 Series,2019,Semi-Auto,7836,Petrol,150,47.9,2,22985
BMW, Z4,2020,Semi-Auto,10,Petrol,150,38.7,2,31895
BMW, 2 Series,2019,Semi-Auto,8319,Diesel,150,51.4,2,22895
BMW, X5,2019,Semi-Auto,10,Diesel,150,37.7,3,52875
BMW, X5,2019,Semi-Auto,13,Diesel,150,37.7,3,52875
BMW, 2 Series,2020,Semi-Auto,7,Petrol,150,50.4,1.5,21875
BMW, 1 Series,2019,Manual,13252,Petrol,145,41.5,1.5,21875
BMW, X3,2019,Semi-Auto,9045,Petrol,150,34.5,3,40875
BMW, 5 Series,2019,Semi-Auto,12391,Diesel,150,62.8,2,26875
BMW, 3 Series,2018,Semi-Auto,16969,Petrol,150,48.7,2,20875
BMW, 3 Series,2020,Semi-Auto,2084,Diesel,145,43.5,3,41485
BMW, 3 Series,2019,Automatic,2974,Diesel,145,47.9,3,34985
BMW, 3 Series,2019,Automatic,10742,Diesel,145,48.7,2,34985
BMW, 2 Series,2020,Semi-Auto,877,Diesel,145,64.2,2,25485
BMW, X1,2020,Semi-Auto,1074,Diesel,145,40.9,2,26895
BMW, 2 Series,2019,Automatic,8599,Petrol,145,40.9,1.5,19385
BMW, X3,2019,Automatic,8200,Petrol,145,34.5,3,43875
BMW, X1,2019,Semi-Auto,150,Petrol,145,35.3,2,28875
BMW, 5 Series,2017,Semi-Auto,24655,Diesel,145,68.9,2,19875
BMW, 3 Series,2016,Semi-Auto,27016,Hybrid,0,148.7,2,17875
BMW, 2 Series,2018,Semi-Auto,14616,Petrol,145,50.4,1.5,18475
BMW, i3,2016,Automatic,20013,Hybrid,0,470.8,0,19875
BMW, 1 Series,2018,Manual,14530,Diesel,145,51.4,1.5,14985
BMW, 5 Series,2017,Semi-Auto,24172,Hybrid,135,156.9,2,23895
BMW, 1 Series,2015,Manual,66563,Diesel,20,68.9,2,10485
BMW, 1 Series,2018,Semi-Auto,7229,Petrol,145,58.9,1.5,15785
BMW, X1,2017,Semi-Auto,9637,Diesel,145,55.4,2,20875
BMW, 3 Series,2016,Automatic,22533,Diesel,160,51.4,3,22475
BMW, i8,2018,Automatic,13909,Hybrid,135,134.5,1.5,55485
BMW, 4 Series,2016,Automatic,33074,Diesel,160,51.4,3,21985
BMW, 3 Series,2019,Semi-Auto,11439,Petrol,145,40.9,2,27285
BMW, X1,2017,Automatic,19116,Diesel,145,57.6,2,20685
BMW, 1 Series,2014,Manual,42574,Diesel,30,64.2,2,10985
BMW, X1,2018,Semi-Auto,11586,Diesel,145,60.1,2,23485
BMW, X1,2016,Automatic,26083,Diesel,125,60.1,2,18895
BMW, 6 Series,2016,Automatic,19411,Petrol,260,37.2,3,21485
BMW, 1 Series,2015,Manual,42676,Diesel,30,65.7,2,12285
BMW, 1 Series,2016,Automatic,17237,Petrol,125,54.3,1.5,15745
BMW, 3 Series,2020,Semi-Auto,2958,Petrol,145,42.2,2,28985
BMW, 8 Series,2020,Semi-Auto,6374,Diesel,145,26.7,3,61485
BMW, M4,2016,Semi-Auto,32866,Petrol,300,34,3,30485
BMW, X1,2019,Automatic,11884,Diesel,145,60.1,2,25285
BMW, X6,2020,Semi-Auto,1365,Diesel,145,34.9,3,55985
BMW, 2 Series,2018,Automatic,32618,Petrol,145,51.4,1.5,16875
BMW, X5,2019,Semi-Auto,9438,Diesel,145,37.7,3,46875
BMW, X5,2019,Semi-Auto,8318,Diesel,145,37.7,3,46875
BMW, 3 Series,2015,Automatic,35697,Diesel,30,62.8,2,13875
BMW, X5,2019,Semi-Auto,10834,Diesel,145,37.7,3,46875
BMW, 5 Series,2019,Automatic,9029,Hybrid,135,156.9,2,26875
BMW, 5 Series,2019,Automatic,10597,Hybrid,135,156.9,2,26875
BMW, 3 Series,2017,Semi-Auto,27024,Diesel,145,51.4,3,25475
BMW, 5 Series,2002,Automatic,115000,Petrol,325,28.5,2.2,1595
BMW, X3,2004,Automatic,100000,Petrol,330,23.7,2.5,3495
BMW, 1 Series,2019,Semi-Auto,3450,Petrol,145,34.5,2,33400
BMW, 3 Series,2019,Semi-Auto,1000,Diesel,145,49.6,2,30995
BMW, X3,2019,Semi-Auto,10,Diesel,145,54.3,2,38995
BMW, 3 Series,2017,Manual,30761,Diesel,125,58.9,2,17285
BMW, 1 Series,2019,Semi-Auto,13171,Diesel,150,67.3,2,19895
BMW, 3 Series,2007,Manual,63000,Petrol,565,29.7,3,8800
BMW, 1 Series,2008,Manual,59000,Diesel,110,58.9,2,7475
BMW, X1,2011,Manual,69561,Diesel,160,49.6,2,7498
BMW, 1 Series,2017,Automatic,17988,Petrol,145,39.8,3,21689
BMW, 5 Series,2019,Semi-Auto,1000,Petrol,145,50.4,2,29895
BMW, 5 Series,2019,Semi-Auto,1000,Diesel,145,60.1,2,30995
BMW, X6,2019,Semi-Auto,101,Diesel,145,34.9,3,59995
BMW, 1 Series,2019,Manual,4160,Petrol,145,53.3,1.5,16695
BMW, i3,2017,Automatic,24041,Hybrid,0,470.8,0,21495
BMW, 4 Series,2016,Semi-Auto,40340,Diesel,30,65.7,2,18995
BMW, 4 Series,2017,Semi-Auto,27292,Diesel,160,49.6,3,24295
BMW, Z4,2015,Semi-Auto,15768,Petrol,330,30.1,3,22895
BMW, 3 Series,2019,Semi-Auto,7225,Diesel,150,52.3,2,25895
BMW, 3 Series,2019,Semi-Auto,12288,Petrol,150,47.9,2,23685
BMW, 3 Series,2018,Semi-Auto,33188,Diesel,150,53.3,3,22895
BMW, 4 Series,2020,Semi-Auto,45,Diesel,150,52.3,3,29485
BMW, 7 Series,2014,Semi-Auto,74269,Diesel,165,50.4,3,18485
BMW, 3 Series,2012,Automatic,50000,Diesel,30,62.8,2,9995
BMW, 2 Series,2016,Automatic,36500,Diesel,20,72.4,1.5,10700
BMW, 4 Series,2016,Manual,103500,Diesel,30,67.3,2,10995
BMW, 5 Series,2016,Automatic,23500,Diesel,20,68.9,2,15995
BMW, 5 Series,2019,Semi-Auto,5271,Petrol,145,46.3,2,30995
BMW, 2 Series,2019,Automatic,8646,Hybrid,135,148.7,1.5,22995
BMW, M4,2017,Automatic,5735,Petrol,145,32.5,3,39950
BMW, 3 Series,2019,Automatic,18253,Diesel,145,62.8,2,19995
BMW, M4,2018,Automatic,3033,Petrol,145,33.6,3,51000
BMW, X5,2017,Automatic,39060,Diesel,145,42.8,3,35995
BMW, 1 Series,2019,Semi-Auto,11754,Diesel,145,68.9,1.5,19995
BMW, 1 Series,2019,Manual,3148,Petrol,145,41.5,1.5,23995
BMW, 3 Series,2019,Semi-Auto,12500,Diesel,145,48.7,2,27990
BMW, 2 Series,2020,Semi-Auto,3500,Petrol,145,50.4,1.5,26995
BMW, 3 Series,2017,Semi-Auto,23000,Petrol,145,48.7,2,17495
BMW, 3 Series,2020,Semi-Auto,1000,Diesel,145,47.9,3,37995
BMW, X1,2016,Manual,43529,Diesel,125,60.1,2,13990
BMW, 1 Series,2020,Semi-Auto,1000,Diesel,145,48.7,2,30995
BMW, 3 Series,2019,Semi-Auto,4686,Petrol,150,42.2,2,29485
BMW, 3 Series,2019,Semi-Auto,11618,Diesel,150,54.3,2,23285
BMW, 3 Series,2019,Semi-Auto,6659,Diesel,150,55.4,2,21985
BMW, 5 Series,2012,Automatic,60300,Diesel,160,50.4,3,15000
BMW, 5 Series,2015,Manual,94500,Diesel,125,58.9,2,10995
BMW, 3 Series,2019,Semi-Auto,9754,Diesel,150,52.3,2,25895
BMW, 5 Series,2018,Semi-Auto,1153,Petrol,150,37.7,2,29895
BMW, X1,2013,Semi-Auto,60926,Diesel,160,52.3,2,12685
BMW, 5 Series,2020,Semi-Auto,6,Petrol,145,50.4,2,30485
BMW, 5 Series,2019,Semi-Auto,10707,Hybrid,135,156.9,2,30895
BMW, 1 Series,2019,Semi-Auto,11423,Diesel,145,74.3,2,18685
BMW, X1,2015,Manual,90000,Diesel,160,51.4,2,8995
BMW, 1 Series,2012,Manual,75900,Diesel,30,62.8,2,6795
BMW, 3 Series,2011,Manual,88850,Petrol,160,44.8,2,4995
BMW, 3 Series,2009,Manual,97000,Diesel,125,58.9,2,4500
BMW, 3 Series,2009,Automatic,123300,Petrol,200,44.1,2,3695
BMW, X3,2014,Automatic,64500,Diesel,205,47.9,3,16250
BMW, X3,2011,Automatic,71000,Diesel,165,50.4,2,9750
BMW, 1 Series,2013,Manual,89000,Diesel,0,74.3,1.6,6500
BMW, 5 Series,2020,Semi-Auto,12,Diesel,145,56.5,3,36985
BMW, 2 Series,2015,Semi-Auto,24862,Diesel,30,64.2,2,15685
BMW, i3,2017,Automatic,29851,Hybrid,0,470.8,0,19895
BMW, X1,2016,Automatic,32333,Diesel,145,55.4,2,16690
BMW, 1 Series,2015,Automatic,62338,Diesel,125,61.4,2,12990
BMW, X5,2016,Automatic,80058,Diesel,235,42.8,3,29985
BMW, 3 Series,2019,Semi-Auto,11454,Petrol,145,47.9,2,23685
BMW, 1 Series,2014,Manual,41659,Petrol,145,50.4,1.6,10285
BMW, X1,2017,Semi-Auto,56728,Diesel,145,65.7,2,16485
BMW, 3 Series,2014,Manual,25372,Diesel,30,61.4,2,14995
BMW, 1 Series,2016,Semi-Auto,21947,Diesel,20,68.9,1.5,16195
BMW, X1,2013,Manual,44000,Diesel,125,57.6,2,9695
BMW, Z4,2006,Manual,114000,Petrol,260,37.7,2,3595
BMW, 1 Series,2004,Manual,112000,Diesel,200,49.6,2,2495
BMW, 1 Series,2019,Automatic,17500,Diesel,150,68.9,1.5,17290
BMW, X5,2015,Automatic,60749,Diesel,205,47.1,3,23990
BMW, 1 Series,2013,Manual,63000,Diesel,0,74.3,1.6,8977
BMW, 1 Series,2018,Manual,51000,Diesel,145,50.4,2,13477
BMW, 3 Series,2016,Automatic,43000,Diesel,125,60.1,2,15995
BMW, 3 Series,2010,Manual,45000,Diesel,195,49.6,3,8399
BMW, X4,2015,Automatic,50323,Diesel,145,54.3,2,19290
BMW, 1 Series,2014,Automatic,44446,Diesel,20,68.9,2,9290
BMW, X3,2006,Manual,88000,Diesel,300,39.2,2,4195
BMW, 3 Series,2007,Automatic,59000,Petrol,185,42.2,2,7995
BMW, 1 Series,2012,Automatic,54792,Diesel,145,53.3,2,7995
BMW, X3,2016,Automatic,20000,Diesel,145,54.3,2,23950
BMW, 2 Series,2019,Manual,3387,Petrol,145,42.2,1.5,17950
BMW, 4 Series,2018,Automatic,1300,Petrol,145,48.7,2,22950
BMW, 2 Series,2019,Manual,9589,Petrol,145,40.9,1.5,15750
BMW, 4 Series,2015,Automatic,70381,Diesel,145,55.4,3,13975
BMW, 6 Series,2015,Automatic,38509,Petrol,555,28.5,4.4,31975
BMW, 4 Series,2017,Automatic,20407,Diesel,145,65.7,2,17997
BMW, X1,2017,Automatic,40787,Diesel,125,57.6,2,17795
BMW, 5 Series,2016,Automatic,30227,Diesel,20,68.9,2,15475
BMW, 6 Series,2017,Automatic,35357,Diesel,205,49.6,3,22475
BMW, 1 Series,2015,Manual,35084,Diesel,20,68.9,2,10875
BMW, X1,2018,Automatic,7000,Diesel,145,60.1,2,20950
BMW, 4 Series,2015,Automatic,68787,Diesel,30,65.7,2,13495
BMW, 3 Series,2015,Manual,34637,Petrol,200,41.5,2,13675
BMW, X5,2013,Automatic,71098,Diesel,300,38.2,3,16975
BMW, 3 Series,2017,Automatic,58913,Diesel,150,62.8,2,15475
BMW, 1 Series,2017,Automatic,20206,Diesel,0,74.3,2,13975
BMW, X5,2017,Automatic,23160,Diesel,150,47.1,3,29975
BMW, 1 Series,2016,Automatic,25562,Diesel,20,68.9,1.5,14975
BMW, 1 Series,2019,Manual,3510,Diesel,145,72.4,1.5,16475
BMW, X5,2011,Automatic,87984,Diesel,305,38.2,3,10500
BMW, 1 Series,2011,Manual,59326,Petrol,165,46.3,2,4995
BMW, 2 Series,2018,Manual,28857,Diesel,150,54.3,1.5,15995
BMW, 3 Series,2015,Manual,65412,Diesel,20,68.9,2,8659
BMW, M4,2016,Automatic,4550,Petrol,300,33.2,3,76990
BMW, 5 Series,2016,Automatic,65251,Diesel,125,60.1,2,13795
BMW, X4,2016,Automatic,74001,Diesel,145,54.3,2,18995
BMW, 3 Series,2015,Automatic,35973,Diesel,160,51.4,3,16995
BMW, 3 Series,2016,Automatic,75179,Diesel,30,62.8,2,13995
BMW, 1 Series,2015,Manual,40561,Diesel,20,68.9,2,10775
BMW, 1 Series,2016,Automatic,51215,Petrol,205,39.8,3,17595
BMW, X5,2016,Automatic,38000,Diesel,200,47.1,3,31950
BMW, X2,2019,Automatic,3078,Petrol,145,36.2,2,25950
BMW, X3,2016,Automatic,9000,Diesel,145,54.3,2,22950
BMW, 3 Series,2007,Manual,130000,Petrol,200,44.8,2,3495
BMW, Z4,2003,Automatic,70000,Petrol,325,29.7,3,3495
BMW, 1 Series,2014,Automatic,41850,Diesel,30,64.2,2,12300
BMW, X1,2016,Manual,30590,Diesel,125,60.1,2,16700
BMW, X4,2015,Automatic,31723,Diesel,200,47.9,3,23500
BMW, 3 Series,2013,Manual,68000,Diesel,30,61.4,2,10500
BMW, X3,2015,Automatic,37000,Diesel,200,47.9,3,22250
BMW, 1 Series,2012,Manual,62000,Petrol,145,49.6,1.6,7500
BMW, X1,2017,Automatic,31691,Diesel,145,55.4,2,17599
BMW, 1 Series,2015,Manual,37574,Diesel,20,72.4,1.5,11000
BMW, 4 Series,2015,Automatic,29796,Diesel,30,65.7,2,16500
BMW, 4 Series,2015,Automatic,21883,Petrol,260,37.2,3,21000
BMW, 1 Series,2015,Manual,37584,Diesel,30,62.8,2,12500
BMW, 3 Series,2015,Manual,23677,Diesel,125,60.1,2,15500
BMW, 3 Series,2015,Manual,25481,Diesel,30,64.2,2,14800
BMW, 3 Series,2016,Manual,21786,Petrol,125,45.6,2,17400
